texto,categoria,urgencia,etiquetador,origen
"La corriente en la calle Zaragoza está muy fuerte y arrastra cosas, hay personas cruzando, ojalá puedan venir pronto",inundacion,alta,generador_sintetico,sintetico
"Cayo material del cerro en Los Pinos, bloqueo media calle",deslave,media,generador_sintetico,sintetico
quedaron unas piedras en el camino de el manantial despues de la lluvia,deslave,baja,generador_sintetico,sintetico
"Una familia quedó incomunicada en El Coyol por el agua, están bien pero no pueden salir",persona_en_riesgo,media,generador_sintetico,sintetico
"Se desprendio un pedazo de aplanado frente al mercado, cosa menor, ya nadie sabe que hacer",dano_estructural,baja,generador_sintetico,sintetico
Se está deslavando el cerro ariba de las casas en Miradores del Mar y la gente sigue adentro,deslave,alta,generador_sintetico,sintetico
"Un carro se prendió en fuego en la calle Allende frente al mercado, hay tanque de gas al lado",incendio,alta,generador_sintetico,sintetico
"Hay una persona en silla de ruedas atrapada por el agua en Colinas de Santa FFe, pero está a salvo por ahora, urge apoyo",persona_en_riesgo,media,generador_sintetico,sintetico
Se colapso el techo de unna casa en El Manantial y creemos que hay alguien debajo,dano_estructural,alta,generador_sintetico,sintetico
"una familia quedó incomunicada en lomas del sol por eel agua, están bien pero no pueden salir",persona_en_riesgo,media,generador_sintetico,sintetico
"Se quema el pastizal junto a la primaria y el fuego va hacia las casas, manden a alguien porfa",incendio,alta,generador_sintetico,sintetico
"la corriente en la calle zaragoza está muy fuerte y arrastra cosas, hay personas cruzando, es en serio",inundacion,alta,generador_sintetico,sintetico
Cayo un derrumbe cerca del parque y hay un carro con personas debajo,deslave,alta,generador_sintetico,sintetico
Cayó un derrumbe junto a la primaria y hay un carro con personas debajo,deslave,alta,generador_sintetico,sintetico
"salió una grieta chica en la barda del patio en el manantial, quería reportarla, por favor manden ayuda",dano_estructural,baja,generador_sintetico,sintetico
Se está incendiando una casa en El Tejar y dicen que hay alguien adentro,persona_en_riesgo,alta,generador_sintetico,sintetico
"Se cayó una barda por el aire en la calle 16 de Septiembre, bloquea el paso, no sé a quién más avisar",dano_estructural,media,generador_sintetico,sintetico
"Mi vecino de Buenavista no puede salir, está solo y es de la tercera edad",persona_en_riesgo,alta,generador_sintetico,sintetico
"Se cayo una barda por el aire en la calle Allende, bloquea el paso",dano_estructural,media,generador_sintetico,sintetico
"Se está incendiando una casa en El Coyol y dicen que hay alguien adentro, ya nadie sabe qué hacer",persona_en_riesgo,alta,generador_sintetico,sintetico
"Se cayó un poste de luz en Los Pinos, en un terreno baldío, no hay nadie cerca",caida_poste_cable,media,generador_sintetico,sintetico
Ya bajó el agua en El Manantial pero quedó mucho lodo en la calle Zaragoza,inundacion,baja,generador_sintetico,sintetico
"Fuego en un lote baldío en la calle Juárez, no hay viviendas cerca",incendio,media,generador_sintetico,sintetico
"una familia quedo incomunicada en la pochota por el agua, estan bien pero no pueden salir",persona_en_riesgo,media,generador_sintetico,sintetico
"Solo aviso que hay un cable suelto frente a la gasolinera, no parece de luz",caida_poste_cable,baja,generador_sintetico,sintetico
hay un incendio en un negocio de cocolapan y hay gente en el edificio dde arriba,incendio,alta,generador_sintetico,sintetico
"Se desbordó el canal de Miradores del Mar y la calle Hidalgo está bajo el agua, ojalá puedan venir pronto",inundacion,media,generador_sintetico,sintetico
"Solo aviso que hay un cable suelto en la esquina de la farmacia, no parece de luz",caida_poste_cable,baja,generador_sintetico,sintetico
"Hay un herido cerca de la iglesia, se le cayo una barda encima, ojala puedan venir pronto",persona_en_riesgo,alta,generador_sintetico,sintetico
"El agua ya se metio a la casa en Villa Rica y estamos con niños en el segundo piso, manden a alguien porfa",inundacion,alta,generador_sintetico,sintetico
"Un poste quedó chueco después del norte en Playa Linda, se ve que se va a caer",caida_poste_cable,media,generador_sintetico,sintetico
"Se cayó una barda por el aire en la calle Madero, bloquea el paso",dano_estructural,media,generador_sintetico,sintetico
"Se desprendio un pedazo de aplanado frente a la gasolinera, cosa menor",dano_estructural,baja,generador_sintetico,sintetico
¿A dónde puedo llevar a mi familia? Se nos metió el agua en Playa Linda,otro,media,generador_sintetico,sintetico
"Cayó un derrumbe atrás de la secundaria y hay un carro con personas debajo, no sé a quién más avisaar",deslave,alta,generador_sintetico,sintetico
Ya bajó el agua en Buenavista pero quedó mucho lodo en la calle Reforma,inundacion,baja,generador_sintetico,sintetico
"hay un incendio en un pastizal en las afueras de las flores, lejos de las casas, manden a alguien porfa",incendio,media,generador_sintetico,sintetico
"Fuego en un lote baldio en la calle Hidalgo, no hay viviendas cerca",incendio,media,generador_sintetico,sintetico
"Se cayó una bardapor el aire en la calle Zaragoza, bloquea el paso",dano_estructural,media,generador_sintetico,sintetico
"La corriente en la calle Xalapa está muy fuerte y arrastra cosas, hay personas cruzando",inundacion,alta,generador_sintetico,sintetico
Se desbordó el canal de l Tejar y la calle Allende está bajo el agua,inundacion,media,generador_sintetico,sintetico
se fue la luz en toda la colonia colinas de santa fe desde hace horas,otro,media,generador_sintetico,sintetico
"Cable de luz caído y energizado en la calle Allende, alguien lo va a tocar, manden a lguien porfa",caida_poste_cable,alta,generador_sintetico,sintetico
"Se desprendió un pedazo de aplanado atrás de la secundaria, cosa menor",dano_estructural,baja,generador_sintetico,sintetico
Hay cables colgando muy bajo en la calle Hidalgo en la esquina de la farmacia,caida_poste_cable,media,generador_sintetico,sintetico
"Se cayó un poste de luz en Las Brisas, en un terreno baldío, no hay nadie cerca, les agradezco cualquier apoyo",caida_poste_cable,media,generador_sintetico,sintetico
"Solo quiero saber a qué hora reabren las oficinas de protección civil, ojalá puedan venir pronto",otro,baja,generador_sintetico,sintetico
Solo quiero saber a qué hora reabren las oficinas de protección civil,otro,baja,generador_sintetico,sintetico
"Esta bajando lodo y piedras hacia las viviendas de Rio Medio, hay familias ahi",deslave,alta,generador_sintetico,sintetico
"El agua está subiendo en Lomas del Sol, todavía no entra a las casas pero va rápido",inundacion,media,generador_sintetico,sintetico
Se está incendiando una casa en Cocolapan y dicen que hay alguien adentro,persona_en_riesgo,alta,generador_sintetico,sintetico
Hubo unn conato de incendio por el puente pero los vecinos ya lo apagaron,incendio,baja,generador_sintetico,sintetico
Se está incendiando una casa en Las Brisas y dicen que hay alguien adentro,persona_en_riesgo,alta,generador_sintetico,sintetico
cayo un derrumbe en la esquina de la farmacia y hy un carro con personas debajo,deslave,alta,generador_sintetico,sintetico
Se está inundando la calle Madero frente a la gasolinera y hay una señora que no puede salir,inundacion,alta,generador_sintetico,sintetico
"Una familia quedo incomunicada en Lomas del Sol por el agua, estan bien pero no pueden salir, es en serio",persona_en_riesgo,media,generador_sintetico,sintetico
"Fuego en un lote baldio en la calle Hidalgo, no hay viviendas cerca, por favor manden ayuda",incendio,media,generador_sintetico,sintetico
"salió ua grieta chica en la barda del patio en villa riica, quería reportarla",dano_estructural,baja,generador_sintetico,sintetico
"Un niño fue arrastrado por la corriente cerca de la iglesia, ayuda por favor, por favor manden ayuda",persona_en_riesgo,alta,generador_sintetico,sintetico
"Un carro se prendió en fuego en la calle Juárez a un lado del OXXO, hay tanque de gas al lado",incendio,alta,generador_sintetico,sintetico
Ya bajó el agua en Miradores del Mar pero quedó mucho lodo en la calle Madero,inundacion,baja,generador_sintetico,sintetico
El agua de la lluvia se acumuló tantito en la banqueta de Independencia,inundacion,baja,generador_sintetico,sintetico
"salió una grieta chica en la barda del patio en lomas deel sol, quería reportarla, ojalá puedan venir pronto",dano_estructural,baja,generador_sintetico,sintetico
Un transformador explotó een El Palmar y los cables quedaron en la calle donde pasan carros,caida_poste_cable,alta,generador_sintetico,sintetico
¿A dónde puedo llevar a mi familia? Se nos metió el agua en Buenavista,otro,media,generador_sintetico,sintetico
"Un poste quedó chueco después del norte en San Rafael, se ve que se va a caer",caida_poste_cable,media,generador_sintetico,sintetico
"Hay un encharcamiento enorme junto a la primaria, el agua entró a los locales",inundacion,media,generador_sintetico,sintetico
"Un carro se prendio en fuego en la calle Independencia frent al mercado, hay tanque de gas al lado, ojala puedan venir pronto",incendio,alta,generador_sintetico,sintetico
Hay cables colganndo muy bajo en la calle 5 de Mayo cerca de la iglesia,caida_poste_cable,media,generador_sintetico,sintetico
"Hay una persona atrapada n el techo de una casa en La Lomaa, el agua sigue subiendo",persona_en_riesgo,alta,generador_sintetico,sintetico
"necesitamos despensas y cobijas en las brisas, quedamos varios sinnada",otro,media,generador_sintetico,sintetico
"Hay un encharcamiento enorme por el puente, el agua enttró a los locales",inundacion,media,generador_sintetico,sintetico
"Está bajando lodo y piedras hacia las viviendas de El Coyol, hay familias ahí, manden a alguien porfa",deslave,alta,generador_sintetico,sintetico
"Está bajando lodo y piedras hacia las viiendas de Cocolapan, hay familias ahí, no sé a quién más avisar",deslave,alta,generador_sintetico,sintetico
Se está inundando la calle Allende atrás de la secundaria y hay una señora que no puede salir,inundacion,alta,generador_sintetico,sintetico
"Mi abuelita está atrapada en La Loma, necesita su oxígeno y se fue la luz",persona_en_riesgo,alta,generador_sintetico,sintetico
Ya bajó el agua en El Coyol pero quedó mucho lodo en la calle Zaragoza,inundacion,baja,generador_sintetico,sintetico
"La corriente en la calle Allende está muy  fuerte y arrastra cosas, hay personas cruzando",inundacion,alta,generador_sintetico,sintetico
"Hay una persona atrapada en el techo de una casa en El Palmar, el agua sigue subiendo",persona_en_riesgo,alta,generador_sintetico,sintetico
Se esta deslavando el cerro arriba de las casas en Rio Medio y la gente sigue adentro,deslave,alta,generador_sintetico,sintetico
"Necesitamos despensas y cobijas en Los Pinos, quedamos varios sin nada",otro,media,generador_sintetico,sintetico
Hay cables colgando muy bajo en la calle Morelos cerca de la iiglesia,caida_poste_cable,media,generador_sintetico,sintetico
"quería agradecer a los rescatistas que vinieron a villa rica, les agradezco cualquier apoyo",otro,baja,generador_sintetico,sintetico
"El agua está subiendo en Villa Rica, todavía no entra a las casas pero va rápido",inundacion,media,generador_sintetico,sintetico
"El agua de la lluvia se acumuló tantito en la banqueta de Reforma, manden a alguien porfa",inundacion,baja,generador_sintetico,sintetico
Solo quiero saber a qué hra reabren las oficinas de protección civil,otro,baja,generador_sintetico,sintetico
"Se deslavó un poco de tierra frente al mercado, nada grave pero por si quieren revisar",deslave,baja,generador_sintetico,sintetico
"Cable de luz caído y energizado en la calle Madero, alguien lo va a tocar",caida_poste_cable,alta,generador_sintetico,sintetico
"Cable deluz caído y energizado en la calle 16 de Septiembre, alguien lo va a tocar",caida_poste_cable,alta,generador_sintetico,sintetico
"Se inundó la calle 16 de Septiembre en La Loma, ya no pasan los carros",inundacion,media,generador_sintetico,sintetico
Una barda se esta cayendo en la esquina de la farmacia justo donde pasan los niños de la escuela,dano_estructural,alta,generador_sintetico,sintetico
"Se está quemando basura acumulada junto a la primaria, sale bastante humo, ya nadie sabe qué hacer",incendio,media,generador_sintetico,sintetico
"Se cayo un poste con los cables encima de la banqueta en 16 de Septiembre y hay niños jugando cerca, por favor manden ayuda",caida_poste_cable,alta,generador_sintetico,sintetico
"Un niño fue arrastrado por la corriente en la esquina de la farmacia, ayuda por favor, por favor manden ayuda",persona_en_riesgo,alta,generador_sintetico,sintetico
"Se cayó una barda por el aire en la calle Independencia, bloquea el paso",dano_estructural,media,generador_sintetico,sintetico
"Mi abuelita está atrapada en Miradores del Mar, necesita su oxígeno y se fue la luz",persona_en_riesgo,alta,generador_sintetico,sintetico
Se colapso el techo de una casa en El Coyol y creemos que hay alguien debajo,dano_estructural,alta,generador_sintetico,sintetico
"Se derrumbo el talud de la calle 5 de Mayo, hay tierra en toda la via",deslave,media,generador_sintetico,sintetico
"Queria agradecer a los rescatistas que vinieron a La Loma, es en serio",otro,baja,generador_sintetico,sintetico
Se desbordo el canal de Las Brisas y la calle Xalapa esta bajo el agua,inundacion,media,generador_sintetico,sintetico
Se está incendiando una casa en El Palmar y dicen que hay alguien adentro,persona_en_riesgo,alta,generador_sintetico,sintetico
"Se esta deslavando el cerro arriba de las casas en Colinas de Santa Fe y la gente sigue adentro, les agradezco cualquier apoyo",deslave,alta,generador_sintetico,sintetico
"Hay cables colgando muy bajo en la calle Insurgentes por el puente, no sé a quién más avisar",caida_poste_cable,media,generador_sintetico,sintetico
"Mi vecino de Las Brisas no puede salir, esta solo y es de la tercera edad",persona_en_riesgo,alta,generador_sintetico,sintetico
"hay una persona atrapada en el techo de una casa en río medio, el agua  sigue subiendo",persona_en_riesgo,alta,generador_sintetico,sintetico
una barda se está cayendo frente al mercado justo donde pasan los niños de la escuela,dano_estructural,alta,generador_sintetico,sintetico
Ya bajó el agua en Colinas de Santa Fe pero quedó mucho lodo en la calle Independencia,inundacion,baja,generador_sintetico,sintetico
"hay cables colgando muy bajo en la calle 16 de septiembre frente a la gasolinera, por favor manden ayuda",caida_poste_cable,media,generador_sintetico,sintetico
"Hay gente atrapada dentro de un carro en la calle Reforma, el agua los tapo, es en serio",persona_en_riesgo,alta,generador_sintetico,sintetico
"Se inundó la calle Insurgentes en San Rafael, ya no pasan los carros, les agradezco cualquier apoyo",inundacion,media,generador_sintetico,sintetico
"Se esta inundando la calle Independencia cerca del parque y hay una señora que no puede salir, ya nadie sabe que hacer",inundacion,alta,generador_sintetico,sintetico
"Se cayó un poste de luz en El Cool, en un terreno baldío, no hay nadie cerca",caida_poste_cable,media,generador_sintetico,sintetico
Un transformaador explotó en Cocolapan y los cables quedaron en la calle donde pasan carros,caida_poste_cable,alta,generador_sintetico,sintetico
"El agua ya se metió a la casa en Playa Linda y estamos con niños en el segundo piso, es en serio",inundacion,alta,generador_sintetico,sintetico
¿A dónde puedo llevar a mi familia? Se nos metió el agua en Villa Rica,otro,media,generador_sintetico,sintetico
"Una señora se cayó atrás de la secundaria y no se puede levantar, está herida",persona_en_riesgo,alta,generador_sintetico,sintetico
¿A dónde puedo llevar a mi familia? Se nos metió el agua en Las Flores,otro,media,generador_sintetico,sintetico
Una barda se está cayendo cerca del parque justo donde pasan los niños de la escuela,dano_estructural,alta,generador_sintetico,sintetico
Se está incediando una casa en Villa Rica y dicen que hay alguien adentro,persona_en_riesgo,alta,generador_sintetico,sintetico
"un deslave tapó el camino a las flores, no hay paso pero nadie quedó atrapado",deslave,media,generador_sintetico,sintetico
Hay cables colgando muy bajo en la calle 5 de Mayo por el puente,caida_poste_cable,media,generador_sintetico,sintetico
"Mi abuelita está atrapada en El Zapote, necesita su oxígeno y se fue la luz, ya nadie sabe qué hacer",persona_en_riesgo,alta,generador_sintetico,sintetico
"Mi vecino de Cocolapan no puede salir, está solo y es de la tercera edad",persona_en_riesgo,alta,generador_sintetico,sintetico
El agua ya se metió a la casa en San Rafael y estamos con niños en el segundo piso,inundacion,alta,generador_sintetico,sintetico
Se desbordó el canal de El Zapote y la calle Madero está bajo el agua,inundacion,media,generador_sintetico,sintetico
"Una familia quedó incomunicada en El Tejar por el agua, están bien pero no pueden salir, es en serio",persona_en_riesgo,media,generador_sintetico,sintetico
Se está inundando la calle Juárez cerca de la iglesia y hay una señora que no puede salir,inundacion,alta,generador_sintetico,sintetico
"Hay un herido por el puente, se le cayó una barda encima, les agradezco cualquier apoyo",persona_en_riesgo,alta,generador_sintetico,sintetico
"Se está incendiandoo una casa en Río Medio, hay mucho humo y vecinos cerca",incendio,alta,generador_sintetico,sintetico
"un poste quedo chueco despues del norte en cocolapan, se ve que se va a caer",caida_poste_cable,media,generador_sintetico,sintetico
"Hubo un conato de incendio junto a la primaria pero los vecinos ya lo apagaron, ya nadie sabe qué hacer",incendio,baja,generador_sintetico,sintetico
Se está inundando la calle Reforma por el puente y hay una señora que no puede salir,inundacion,alta,generador_sintetico,sintetico
"Cayo material del cerro en Buenavista, bloqueo media calle, urge apoyo",deslave,media,generador_sintetico,sintetico
"Hay un incendio en un pastizal en las afueras de La Palma, lejos de las casas, les agradezco cualquier apoyo",incendio,media,generador_sintetico,sintetico
"salio una grieta chica en la barda del patio en rio medio, queria reportarla",dano_estructural,baja,generador_sintetico,sintetico
"un deslave tapo el camino a san rafael, no hay paso pero nadie quedo atrapado, no se a quien mas avisar",deslave,media,generador_sintetico,sintetico
"Un transformador explotó en La Loma y los cables quedaron en la calle donde pasan carros, por favor manden ayuda",caida_poste_cable,alta,generador_sintetico,sintetico
¿A dónde puedo llevar a mi familia? Se nos metió el agua en La Loma,otro,media,generador_sintetico,sintetico
"estamos en la azotea de una vivienda en villa rica, somos cuatro y no podemos bajar, no se a quien mas avisar",persona_en_riesgo,alta,generador_sintetico,sintetico
"Se deslavó un poco de tierra frente al mercado, nada grave pero por si quieren revisar, es en serio",deslave,baja,generador_sintetico,sintetico
"Mi vecino de Villa Rica no puede salir, esta solo y es de la tercera edad",persona_en_riesgo,alta,generador_sintetico,sintetico
"El poste de Independencia está un poco inclinado, quuería reportarlo por si acaso",caida_poste_cable,baja,generador_sintetico,sintetico
El techo de la bodegga rente a la gasolinera se dañó con la lluvia y gotea feo,dano_estructural,media,generador_sintetico,sintetico
"Un poste quedó chueco después del norte en Cocolapan, se ve que se va a caer",caida_poste_cable,media,generador_sintetico,sintetico
"Se cayó una barda por el aire en a calle Insurgentes, bloquea el paso",dano_estructural,media,generador_sintetico,sintetico
"se está deslavando el cerro arriba de las casas en la palma y la gente sigue adentro, ya nadie sabe qué hacer",deslave,alta,generador_sintetico,sintetico
"Hay un cable haciendo chispas cerca del parque, la gente pasa junto",caida_poste_cable,alta,generador_sintetico,sintetico
Una barda se está cayendo cerca de la iglesia justo donde pasan los niños de la escuela,dano_estructural,alta,generador_sintetico,sintetico
"Mi vecino de El Zapote no puede salir, está solo y es de la tercera edad, ojalá puedan venir pronto",persona_en_riesgo,alta,generador_sintetico,sintetico
"se derrumbo el taud de la calle independencia, hay tierra en toda la via",deslave,media,generador_sintetico,sintetico
"se colapsó el techo de una casa en la palma y creemos que hay alguien debajo, es en serio",dano_estructural,alta,generador_sintetico,sintetico
"Una familia quedo incomunicada en Cocolaapan por el agua, estan bien pero no pueden salir",persona_en_riesgo,media,generador_sintetico,sintetico
"Estamos en la azotea de una vivienda en Los Pinos, somos cuatro y no podemos bajar",persona_en_riesgo,alta,generador_sintetico,sintetico
En Los Pinos el agua nnos llega al pecho y hay gente adulta mayor adentro,inundacion,alta,generador_sintetico,sintetico
¿Van a abrir algun albergue por la zona de Allende?,otro,media,generador_sintetico,sintetico
"cayó material del cerro en el manantial, bloqueó media calle",deslave,media,generador_sintetico,sintetico
"Se cayó un barda por el aire en la calle Reforma, bloquea el paso",dano_estructural,media,generador_sintetico,sintetico
Se desbordo el canal de Rio Medio y la calle Hidalgo esta bajoo el agua,inundacion,media,generador_sintetico,sintetico
"Una señora se cayó en la esquina de la farmacia y no se puede levantar, está herida, urge apoyo",persona_en_riesgo,alta,generador_sintetico,sintetico
Se desbordó el canal de Buenavista y la calle 5 de Mayo está bajo el agua,inundacion,media,generador_sintetico,sintetico
"se está inundando la calle 5 de mayo a un lado del oxxo y hay una señora que no puede salir, no séé a quién más avisar",inundacion,alta,generador_sintetico,sintetico
"Se inundó la calle 5 de Mayo en La Loma, ya no pasan los carros",inundacion,media,generador_sintetico,sintetico
"estamos en la azotea de una vvivienda en villa rica, somos cuatro y no podemos bajar",persona_en_riesgo,alta,generador_sintetico,sintetico
Se está deslavando el cerro arriba de las casas en Miradores del Mar y la gente sigue adentro,deslave,alta,generador_sintetico,sintetico
"el agua está subiendo en san rafael, todavía no entra a las casas pero va rápido",inundacion,media,generador_sintetico,sintetico
"Salió una grieta chica en la barda del patio en La Palma, quería reportarla",dano_estructural,baja,generador_sintetico,sintetico
Hubo un conato de incendio en la esquina de la farmacia pero los vecinos ya o apagaron,incendio,baja,generador_sintetico,sintetico
"El agua está subiendo en El Manantial, todavía no entra a las casas pero va rápido",inundacion,media,generador_sintetico,sintetico
"Se derrumbó el talud de la calle Morelos, hay tierra en toda la vía",deslave,media,generador_sintetico,sintetico
Se esta inundando la calle Juarez frente al mercado y hay una señora que no puede salir,inundacion,alta,generador_sintetico,sintetico
"Una señora se cayó junto a la primaria y no se puede levantar, esstá herida",persona_en_riesgo,alta,generador_sintetico,sintetico
El muro de una vivienda en San Rafael se boto y hay personas adentro,dano_estructural,alta,generador_sintetico,sintetico
Quedaron unas piedras en el camino de La Pochota después de la lluvia,deslave,baja,generador_sintetico,sintetico
"Fuego en un lote baldio en la calle 5 de Mayo, no hay viviendas cerca",incendio,media,generador_sintetico,sintetico
"Cable de luz caído y energizado en la calle Hidalgo, alguien lo v a tocar",caida_poste_cable,alta,generador_sintetico,sintetico
"Queria agradecer a los rescatitas que vinieron a El Zapote, no se a quien mas avisar",otro,baja,generador_sintetico,sintetico
"Se desprendió un pedazo de aplanado en la esquina de la farmacia, cosa menor, es en srio",dano_estructural,baja,generador_sintetico,sintetico
Hay cables colgando muy bajo en la calle Xalapa junto a la primaria,caida_poste_cable,media,generador_sintetico,sintetico
"¿A dónde puedo llevar a mi familia? Se nos metió el agua en Playa Linda, es en serio",otro,media,generador_sintetico,sintetico
Se está inundando la calle 5 de Mayo frente al mercado y hay una señora que no puede salir,inundacion,alta,generador_sintetico,sintetico
"Se derrumbó el talud de la calle Madero, hay tierra en toda la vía",deslave,media,generador_sintetico,sintetico
Un transformador exploto en Colinas de Santa Fe y los cables quedaron en la calle dond pasan carros,caida_poste_cable,alta,generador_sintetico,sintetico
Solo quiero avisar que frente al mercado sigue encharcado desde ayer,inundacion,baja,generador_sintetico,sintetico
"Necesitamos despensas y cobijas en La Lomaa, quedamos varios sin nada, no sé a quién más avisar",otro,media,generador_sintetico,sintetico
"el agua de la lluvia se acumuló tantito en la banqueta de 16 de septiembre, es en serio",inundacion,baja,generador_sintetico,sintetico
"Se está inundando la calle 16 de Septiembre en la esquina de la farmacia y hay una señora que no puede salir, ojalá puedan venir pronto",inundacion,alta,generador_sintetico,sintetico
"cayó material del cerro en las brisas, bloqueó media calle",deslave,media,generador_sintetico,sintetico
"¿A donde puedo llevar a mi familia? Se nos metio el agua en Playa  Linda, es en serio",otro,media,generador_sintetico,sintetico
"Solo aviso que hay un cable suelto cerca de la iglesia, no parece de luz, ojala puedan venir pronto",caida_poste_cable,baja,generador_sintetico,sintetico
Hubo un conato de incendio junto a la primaria pero los vecinos ya lo apagaron,incendio,baja,generador_sintetico,sintetico
"Hay una persona en silla de ruedas atrapada por el agua en Villa Rica, pero está a salvo por ahora",persona_en_riesgo,media,generador_sintetico,sintetico
"se derrumbó el talud de la calle hidalgo, hay tierrra en toda la vía, ojalá puedan venir pronto",deslave,media,generador_sintetico,sintetico
Se quema el pastizal atras de la secundaria y el fuego va hacia las casas,incendio,alta,generador_sintetico,sintetico
Hay cables colgando muy bajo en la calle Independencia cerca del parque,caida_poste_cable,media,generador_sintetico,sintetico
"solo aviso que hay un cable suelto junto a la primaria, no parece de luz",caida_poste_cable,baja,generador_sintetico,sintetico
Queria agradecer a los rescatistas que vinieron a Buenavista,otro,baja,generador_sintetico,sintetico
"Estamos en la azotea de una vivienda en El Manantial, somos cuatro y no podemos bajar, ya nadie sabe qué hacer",persona_en_riesgo,alta,generador_sintetico,sintetico
"solo quiero avisar que frente a  la gasolinera sigue encharcado desde ayer, ojalá puedan venir pronto",inundacion,baja,generador_sintetico,sintetico
"el agua está subiendo en cocolapan, todavía no enntra a las casas pero va rápido, es en serio",inundacion,media,generador_sintetico,sintetico
El agua ya se metió a la casa en Lomas del Sol y estamos con niños en el segundo piso,inundacion,alta,generador_sintetico,sintetico
"Hay una persona en sillla de ruedas atrapada por el agu en El Coyol, pero esta a salvo por ahora",persona_en_riesgo,media,generador_sintetico,sintetico
"una familia quedó incomunicada en la pochota por el agua, están bien pero no pueden saalir, ojalá puedan venir pronto",persona_en_riesgo,media,generador_sintetico,sintetico
El techo de la bodega frente al mercado se daño con la lluvia y gotea feo,dano_estructural,media,generador_sintetico,sintetico
"El agua ya se metió a la casa en Villa Rica y estamos con niños en el segundo piso, ya nadie sabe qué hacer",inundacion,alta,generador_sintetico,sintetico
Se esta deslavando el cerro arriba de las casas en Las Flores y la gente sigue adentro,deslave,alta,generador_sintetico,sintetico
"Se derrumbó el talud de la calle Zaragoza, hay tierra en toda la vía, ya nadie sabe qué hacer",deslave,media,generador_sintetico,sintetico
"Solo aviso que huele a quemado por El Tejar, no veo llamas",incendio,baja,generador_sintetico,sintetico
"Se derrumbó el talud de la calle Reforma, hay tierra en toda la vía, por favor manden ayuda",deslave,media,generador_sintetico,sintetico
"Hay una grieta grande en el muro de una casa en Los Pinos, se está abriendo más",dano_estructural,media,generador_sintetico,sintetico
"Está bajando lodo y piedras hacia las viviendas de Playa Linda, hay familias ahí",deslave,alta,generador_sintetico,sintetico
¿Van a abrir algún albergue por la zona de Morelos?,otro,media,generador_sintetico,sintetico
"Un deslave tapó el camino  a El Palmar, no hay paso pero nadie quedó atrapado, ya nadie sabe qué hacer",deslave,media,generador_sintetico,sintetico
"Solo aviso que hay un cable suelto a un lado del OXXO, no parece de luz",caida_poste_cable,baja,generador_sintetico,sintetico
"Se cayo un poste de luz en El Tejar, en un terreno baldio, no hay nadie cerca, urge apoyo",caida_poste_cable,media,generador_sintetico,sintetico
"Necesitamos despensas y cobijas en Las Flores, quedamos varios sin nada, por favor manden ayuda",otro,media,generador_sintetico,sintetico
Hay cables colgando muy bajo en la calle Allende frente a la gasolinera,caida_poste_cable,media,generador_sintetico,sintetico
"está bajando lodo y piedras hacia las viviendas de río medio, hay familias ahí",deslave,alta,generador_sintetico,sintetico
Hay mucha basura acumulada a un lado del OXXO por la lluvia de ayer,otro,baja,generador_sintetico,sintetico
"fuego en un lote baldío en la calle madero, no hay viviendas cerca, ojalá puedan venir pronto",incendio,media,generador_sintetico,sintetico
"Se cayo un poste con los cables encima de la banqueta en Independencia y hay niños jugando cerca, urge apoyo",caida_poste_cable,alta,generador_sintetico,sintetico
"Estamos en la azotea de una vivienda en El Manantial, somos cuatro y no podemos bajar, urge apoyo",persona_en_riesgo,alta,generador_sintetico,sintetico
"Se desprendió un pedazo de aplanado atrás de la secundaria, cosa menor, no sé a quién más avisar",dano_estructural,baja,generador_sintetico,sintetico
"Se deslavó un poco de tierra frente a la gasolinera, nada grave pero por si quieren revisar",deslave,baja,generador_sintetico,sintetico
¿Dónde reporto un bache que salió en la calle Independenia?,otro,baja,generador_sintetico,sintetico
"Se cayó un poste de luz en La Pochota, en un terreno baldío, no hay nadie cerca, no sé a quién más avisar",caida_poste_cable,media,generador_sintetico,sintetico
"Fuego en un lote baldio en la callle Zaragoza, no hay viviendas cerca",incendio,media,generador_sintetico,sintetico
"Una señora se cayó por el puente y no se puede levantar, está herida, ya nadie sabe qué hacer",persona_en_riesgo,alta,generador_sintetico,sintetico
¿Donde reporto un bache que salio en la calle Reforma?,otro,baja,generador_sintetico,sintetico
"Hay un incendio en un negocio de Miradores del Mar y hay gente en el edificio de arriba, no se a quien mas avisar",incendio,alta,generador_sintetico,sintetico
"hay un incendio en un negocio de el tejar y hay gente en el edificio de arriba, manden a alguien porfa",incendio,alta,generador_sintetico,sintetico
"Se está incendiando una casaen El Zapote, hay mucho humo y vecinos cerca",incendio,alta,generador_sintetico,sintetico
"Hay un herido junto a la primaria, se le cayo una barda encima",persona_en_riesgo,alta,generador_sintetico,sintetico
"Hay una persona en silla de ruedas atrapada por el agua en El Zapote, pero está a salvo por ahora",persona_en_riesgo,media,generador_sintetico,sintetico
"Se desprendió un pedazo de aplanado frente al mercado, cosa menor",dano_estructural,baja,generador_sintetico,sintetico
"solo quiero avisar que frente a la gasolinera sigue encharcado desde ayer, ojalá puedan venir pronto",inundacion,baja,generador_sintetico,sintetico
"Se derrumbo el talud de la calle Independencia, hay tierra en toda la via",deslave,media,generador_sintetico,sintetico
"cable de luz caido y energizado en la calle independencia, alguien lo va a tocar",caida_poste_cable,alta,generador_sintetico,sintetico
